projectid,safe_env,safe_indigenous,safe_resettle,countrycode,regionname,countryshortname,country_classification_23,country_classification_approval,approved_amount_adb,disbursed_amount,approvalyear,closingyear,duration_years,delay,cofin_initial,cofin_final,totalcost_initial,totalcost_final,cost_increase,sector1,sector2,sector3,sector4,pcr_overall_rating,pcr_relevance,pcr_effectiveness,pcr_efficiency,pcr_sustainability,pcr_borrowerperformance,pcr_ea_performance,pcr_adb_performance,pvr_overall_rating,pvr_relevance,pvr_effectiveness,pvr_efficiency,pvr_sustainability,pvr_borrower_performance,pvr_ea_performance,pvr_adb_performance,pcr_quality,Source of latest rating,AER reporting year,ied_overall_rating,ied_relevance,ied_effectiveness,ied_efficiency,ied_sustainability,ied_borrower_performance,ied_ea_performance,ied_adb_performance
41198,FI,C,C,GEO,Central and West Asia,Georgia,C,B,40,38.27,2008,2013,4.8,-0.34,,,63.25,51.15,False,Water,"Urban policy, institutional and capacity development",na,na,successful,highly relevant,highly effective,highly efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,highly effective,highly efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PPER,2013,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
41462,B,C,B,VIE,Southeast Asia,Viet Nam,C,B,70,62.13,2011,2018,5.56,0.66,,,115.33,97.27,False,Transportation,Urban roads and traffic management,Water,Other urban services,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2019,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory
41598,D,D,D,IND,South Asia,India,B,B,78,60,2010,2017,4.37,2.42,,,78,60,False,Transportation,Road transport (non-urban),Water,Urban water supply,less than successful,relevant,less than effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,less than relevant,less than effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2019,less than successful,less than relevant,less than effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
41656,D,D,D,LAO,Southeast Asia,Lao People's Democratic Republic,A,A,54,54,2007,2016,6.76,1.81,47.9,46.4,118.6,107.1,False,Transportation,Road transport (non-urban),na,na,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2016,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
41682,B,B,B,THA,Southeast Asia,Thailand,C,C,77.1,69.41,2009,2017,5.54,1.53,,,179.4,145.13,False,Transportation,Road transport (non-urban),na,na,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2018,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
42001,B,C,C,PHI,Southeast Asia,Philippines,C,C,32.6,25.58,2009,2014,2.75,2.52,,,46.5,43.65,False,Energy,Energy efficiency and conservation,na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,less than efficient,most likely sustainable,satisfactory,satisfactory,less than satisfactory,less than satisfactory,PVR,2015,successful,relevant,effective,less than efficient,most likely sustainable,satisfactory,satisfactory,less than satisfactory
42017,A,B,A,PRC,East Asia,China,C,C,200,199.69,2010,2016,5.2,0.54,,,998.15,982.54,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,less than satisfactory,PVR,2018,less than successful,relevant,effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
42018,A,C,A,PRC,East Asia,China,C,C,200,200,2009,2016,6.06,0.47,598.8,622.5,1355,1151.3,False,Transportation,Road transport (non-urban),na,na,highly successful,highly relevant,highly effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,highly satisfactory,successful,relevant,effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,less than satisfactory,satisfactory,PVR,2018,successful,relevant,effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,less than satisfactory
42039,B,D,D,VIE,Southeast Asia,Viet Nam,C,B,110.19,62.85,2012,2017,3.99,0.83,100,59.45,460.97,238.08,False,Energy,Electricity transmission and distribution,na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,less than relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2019,successful,less than relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
42052,B,C,A,TAJ,Central and West Asia,Tajikistan,A,A,120,119.94,2011,2016,4.53,1.02,,,154.3,148.21,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,highly efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PPER,2018,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,less than satisfactory
42085,B,C,C,AZE,Central and West Asia,Azerbaijan,C,B,160,154.06,2008,2014,3.81,1.96,,,240,187.2,False,Energy,Electricity transmission and distribution,na,na,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,less than satisfactory,PVR,2016,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
42107,B,C,C,UZB,Central and West Asia,Uzbekistan,B,B,240,185.55,2011,2017,3.25,3.12,,,289,218.57,False,Transportation,Road transport (non-urban),na,na,successful,highly relevant,highly effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2018,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory
42107,B,C,C,UZB,Central and West Asia,Uzbekistan,B,B,115,83.73,2010,2014,3.45,1.22,,,146,101.59,False,Transportation,Road transport (non-urban),na,na,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2016,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
42117,A,C,C,PRC,East Asia,China,C,C,140,110.6,2010,2017,5.9,1.55,,,419.59,528.41,True,Energy,Conventional energy generation,na,na,successful,highly relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2018,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory
42189,B,C,C,TAJ,Central and West Asia,Tajikistan,A,A,54.77,54.76,2008,2017,5.7,2.68,,,66.9,64.61,False,Energy,Electricity transmission and distribution,na,na,successful,highly relevant,effective,highly efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,highly efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2018,successful,relevant,effective,highly efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
42334,B,C,C,CAM,Southeast Asia,Cambodia,A,A,35,33.55,2010,2016,5.77,0.45,24.75,25.29,67,65.59,False,Transportation,Road transport (non-urban),na,na,successful,highly relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,highly satisfactory,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,less than satisfactory,PVR,2019,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
42358,B,C,A,CAM,Southeast Asia,Cambodia,A,A,16.26,12.63,2009,2015,4.85,1.19,25.574,29.58,47.89,50.48,True,Transportation,Road transport (non-urban),na,na,less than successful,relevant,effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,satisfactory,less than successful,relevant,less than effective,efficient,less than likely sustainable,less than satisfactory,less than satisfactory,satisfactory,less than satisfactory,PVR,2017,less than successful,relevant,less than effective,efficient,less than likely sustainable,less than satisfactory,less than satisfactory,satisfactory
42399,B,C,C,KGZ,Central and West Asia,Kyrgyz Republic,A,A,70.1,64.56,2011,2018,6.57,0.35,,,88,82.15,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,less than satisfactory,PVR,2019,less than successful,relevant,effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
42399,B,C,C,KGZ,Central and West Asia,Kyrgyz Republic,A,A,50,49.8,2009,2015,4.96,0.67,,,62.5,61.13,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2016,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
42489,B,C,B,UZB,Central and West Asia,Uzbekistan,B,B,58,49.91,2011,2018,5.07,1.14,,,72.5,55.5,False,Water,Urban water supply,na,na,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than satisfactory,PVR,2019,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
42489,B,C,B,UZB,Central and West Asia,Uzbekistan,B,B,140,133.3,2010,2017,5.78,1.85,,,175,151.2,False,Water,Urban water supply,na,na,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than satisfactory,PVR,2018,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
42533,D,D,D,AFG,Central and West Asia,Afghanistan,A,A,165,156,2009,2013,2.25,1.26,,,170,159,False,Transportation,Rail transport (non-urban),na,na,highly successful,highly relevant,highly effective,highly efficient,likely sustainable,satisfactory,satisfactory,highly satisfactory,less than successful,relevant,effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2013,less than successful,relevant,effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
43063,B,C,C,IND,South Asia,India,B,B,300,222.11,2011,2016,5.31,0.48,,,375,276.8,False,Transportation,Road transport (non-urban),na,na,successful,relevant,highly effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2019,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
43141,B,B,B,PNG,Pacific,Papua New Guinea,B,B,95,89.7,2009,2016,3.58,3.04,,,112,113.3,True,Transportation,Air transport,na,na,less than successful,highly relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory,satisfactory,PVR,2017,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory
43171,FI,C,C,GEO,Central and West Asia,Georgia,C,B,30,29.41,2009,2014,4.93,,,,41.5,37.28,False,Water,Urban roads and traffic management,na,na,successful,highly relevant,highly effective,highly efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,successful,highly relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,less than satisfactory,PPER,2013,less than successful,less than relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,less than satisfactory
43322,B,B,B,TIM,Southeast Asia,Timor-Leste,B,A,46,45.9,2009,2017,5.53,2.55,,,52.9,53.07,True,Transportation,Road transport (non-urban),na,na,successful,highly relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,less than satisfactory,satisfactory,PVR,2019,less than successful,relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,less than satisfactory
