id,regionname,countryshortname,status,last_stage_reached_name,project_name,sector1,sector2,pdo,public_disclosure_date,approvalyear,effectiveyear,closingyear,boardapprovaldate,loan_effective_date,closingdate,cost_wb,cost_non_wb,cost_wb_ratio,cost_non_wb_ratio,totalcost_initial,totalcost_final,cost1_wb_ibrd,cost2_wb_ida,cost3_grant,cost123_total,lendinginstr,envassesmentcategorycode,esrc_ovrl_risk_rate,supplementprojectflg,proj_last_upd_date,projectfinancialtype
P106013,Latin America and Caribbean,Colombia,Closed,BANK APPROVED,Colombia: Extractive Industries Transparency Initiative Implementation,Energy and Extractives,Oil and Gas,"<p>The proposed project development objective is to support the development, implementation and institutionalization of EITI in the country and enable Colombia to become EITI compliant.</p>",3/9/15,2015,2015,2017,3/9/15,8/27/15,12/15/17,500000,0,1,0,500000,1000000,,,500000,500000,Investment Project Financing,C,Not Applicable,N,10/16/23,Grants
P106017,"Middle East, North Africa, Afghanistan, and Pakistan","Yemen, Republic of",Closed,BANK APPROVED,Yemen: Extractive Industries Transparency Initiative Implementation,Energy and Extractives,Oil and Gas,,4/3/08,2008,2008,2013,4/3/08,3/4/08,10/22/13,350000,0,1,0,350000,350000,,,350000,350000,Investment Project Financing,C,Not Applicable,N,3/1/13,Grants
P106048,Western and Central Africa,Liberia,Closed,BANK APPROVED,Liberia: Extractive Industries Transparency,Energy and Extractives,Renewable Energy Biomass,,4/7/08,2008,2008,2010,4/7/08,4/7/08,12/31/10,400000,0,1,0,400000,400000,,,400000,400000,Technical Assistance Loan,C,Not Applicable,N,1/15/13,Grants
P106050,East Asia and Pacific,Indonesia,Closed,BANK APPROVED,Indonesia: Extractive Industries Transparency,Energy and Extractives,Renewable Energy Biomass,,3/17/11,2011,2011,2014,3/17/11,6/22/11,6/30/14,1050000,0,1,0,1050000,1050000,,,1050000,1050000,Investment Project Financing,C,Not Applicable,N,10/16/23,Grants
P106052,Western and Central Africa,Mali,Closed,BANK APPROVED,Mali: Extractive Industries Transparency Initiative,Energy and Extractives,Renewable Energy Biomass,,6/26/09,2009,2009,2012,6/26/09,12/28/09,10/22/12,210000,0,1,0,210000,210000,,,210000,210000,Technical Assistance Loan,C,Not Applicable,N,1/15/13,Grants
P106135,South Asia,Bangladesh,Closed,BANK APPROVED,Grameen Shakti Solar Homes Project,Energy and Extractives,Renewable Energy Biomass,"This carbon offset project consists of purchase of ERs generated from installation of up to 1,000,000 solar homes systems by Grameen Shakti, the project proponent, to rural users in Bangladesh.  The costs of the SHS can be paid on a cash basis, or can be purchased through a variety of monthly installment plans to maximize participation by increasing affordability.  Grameen Shakti has installed over 75,000 such systems in Bangladesh, and has set up 120 offices for service delivery and performance monitoring. The use of the solar home system technology will displace kerosene and/or diesel for larger systems to meet household lighting and personal electricity needs. The systems are large enough to provide sufficient power for 1-2 lights and a television or radio. One of the major local environmental benefits would be the reduction of household indoor air pollution. Carbon Finance Revenues would allow for the implementation of the program by providing additional resources to capitalize a revolving fund which will combine CF revenues, funds from Grameen, and funds from IDCOL (both grant and loan) to finance the loans to the individual households.  The implementation of this program will increase access in Bangladesh to modern energy sources, where less than 15% of the population is connected to the national electricity grid. The purchase would be made by the World Bank-managed Community Development Carbon Fund (CDCF).   The CDCF provides carbon finance to small-scale CDM projects in the least developed countries and poorer areas of all developing countries and seek to facilitate projects which include, as a measurable output, the provision of goods and services that would lead to improvement in the social welfare of the communities involved in the projects.",1/8/08,2007,2007,2017,12/17/07,12/19/07,6/30/17,428000000,0,1,0,428000000,428000000,,,9000000,9000000,,,,Y,12/19/24,Other
P106200,Eastern and Southern Africa,Kenya,Closed,BANK APPROVED,Northern Corridor Additional Financing,Transportation,Rural and Inter-Urban Roads,"The Project Development Objectives are to: (a) increase efficiency of road transport along the Northern Corridor to facilitate trade and regional intergration; (b) enhance aviation safety and security to meet international standards; and (c) promote private sector participation in the management, financing and maintenance of road assets; and (iv) restore vital infrastructure and public assets damaged as a result of the 2007 post-election crisis.",3/26/08,2009,,2015,4/2/09,,12/31/15,117900000,253000000,0.32,0.68,370900000,370900000,0,253000000,0,253000000,Specific Investment Loan,B,Not Applicable,Y,7/15/21,IDA
P106262,East Asia and Pacific,Philippines,Closed,BANK APPROVED,Bicol Power Restoration Project,Energy and Extractives,Energy Transmission and Distribution,The projects's development objective is to support the stabilization of power su pply in the Bicol region by replacing or repairing critical electricity transmis sion infrastructure damaged by typhoons in 2006.,7/18/07,2008,2008,2008,2/7/08,5/21/08,9/30/08,8660000,12940000,0.4,0.6,21600000,21600000,12940000,0,0,12940000,Emergency Recovery Loan,B,Not Applicable,N,1/15/13,Other
P106341,Western and Central Africa,Cote d'Ivoire,Closed,BANK APPROVED,Cote d'Ivoire: Extractive Industries Transparency Initiative Implementation,Energy and Extractives,Renewable Energy Biomass,,10/15/08,2008,2009,2012,10/15/08,5/15/09,6/30/12,136000,0,1,0,136000,136000,,,136000,136000,Technical Assistance Loan,C,Not Applicable,N,1/15/13,Grants
P106390,Latin America and Caribbean,Brazil,Closed,BANK APPROVED,Sao Paulo Metro Line 4 (PHASE 2),Transportation,Urban Transport,The objective is to improve the quality of service provided to the urban transpo rt users in the area of influence of the new Line 4 stations and facilitate the integration between metro and bus at those stations.,10/23/08,2010,2010,2018,5/4/10,11/15/10,2/28/18,470900000,130000000,0.78,0.22,600900000,600899970,130000000,0,130000000,260000000,Investment Project Financing,A,Not Applicable,N,11/1/23,Other
P106427,Latin America and Caribbean,Brazil,Closed,BANK APPROVED,Rio de Janeiro Mass Transit - Additional Financing,Transportation,Urban Transport,"PROJECT WILL FINANCE REHAB. OF INFRASTRUCTURE AND EQUIPMENT AND ASSIST IN SETTING UP A REGIONAL TRANSPORT COORDINATION COMMISSION, INTRODUC- ING, PREDICTABLE FINANCING MECHANISMS AND PREPARE BIDS FOR CONSESSIONS /SALE OF MAIN URBAN TRANSPORT AGENCIES TO THE PRIVATE SECTOR.",7/10/07,2008,,2009,2/12/08,,4/6/09,0,44000000,0,1,44000000,44000000,44000000,0,0,44000000,Specific Investment Loan,B,Not Applicable,Y,3/11/21,IBRD
P106635,Eastern and Southern Africa,Kenya,Closed,BANK APPROVED,"CF Kengen, Kiambere, Tana, Eburru",Energy and Extractives,Renewable Energy Hydro,"The objective of the Redevelopment of Tana Power Station Project is to rehabilitate through replacement the existing Tana power station which is a run-of-river hydropower generation plant. The project will use the existing water transmission system including penstocks through which water is currently fed to the existing powerhouse. A new powerhouse will be built in the project site during rehabilitation to replace the existing one which will be taken out of operation. The project will utilise water from the Tana and Maragua Rivers to generate electricity. The objective of the Optimisation of Kiambere Hydro Power Project is to upgrade the turbines with new runners at the existing Kiambere power plant instead of conducting the regular maintenance. This upgrade will increase the plant’s generation capacity by 20MW from its existing capacity of 144MW. The existing (2 x 72 MW) turbines will be replaced with new cavitation-free runners of (2 x 82 MW). In the past five years, existing capacity has supplied on average annual electricity amounting to 917.4GWh to the Kenyan grid. The additional 20MW capacity will supply an estimated annual incremental power of 49.1GWh  to the Kenyan grid. With this additional capacity, the total electricity supply to the grid from the Kiambere power plant will be 966.5GWh per year.Both projects will result in greenhouse gas (GHG) emission reductions by displacing fossil fuel-based electricity generation in the Kenyan grid with clean hydropower.",6/6/07,2007,2007,2019,8/20/07,7/30/07,6/30/19,5688900,0,1,0,5688900,5688900,,,5688900,5688900,Investment Project Financing,B,Not Applicable,N,12/19/24,Grants
P106652,"Middle East, North Africa, Afghanistan, and Pakistan",Pakistan,Closed,BANK APPROVED,Pakistan: Lahore Composting project,"Water, Sanitation and Waste Management",Waste Management,"The overarching development objectives of the proposed Carbon Finance project are to: #	Avoid generation of methane emission from biodegradable wastes; and#	Improve cultivated land by using compost as a natural soil conditionerThe Carbon Finance project will provide additional support for achieving the following objectives and benefits, namely to reduce carbon emission in a financially sustainable way, to promote and provide organic conditioner for agriculture; to increase recycling of valuable materials; to reduce health hazard by overall reduction of waste disposed off in landfills; and reduce the demand for landfill capacity.",6/18/08,2008,2008,2016,8/27/08,8/27/08,7/26/16,5524000,0,1,0,5524000,5524000,,,5524000,5524000,,,,N,12/19/24,Grants
P106663,Latin America and Caribbean,Brazil,Closed,BANK APPROVED,Sao Paulo Feeder Roads Project,Transportation,Rural and Inter-Urban Roads,"The project development objective is to improve the efficiency of the paved municipal road network.  Efficiency will be improved as a result of improvements to the institutional framework used by the Borrower in four key areas to deliver adequate transport conditions to users (planning, environmental licensing, participation of private sector, and execution), combined with improvements in the condition of the paved municipal road network.",11/1/07,2009,2009,2015,7/9/09,10/28/09,6/30/15,429769984,166650000,0.72,0.28,596419984,596419970,166650000,0,0,166650000,Investment Project Financing,B,Not Applicable,N,11/1/23,IBRD
P106703,Latin America and Caribbean,Brazil,Closed,BANK APPROVED,BR Sao Paulo Water Recovery Project - REAGUA,"Water, Sanitation and Waste Management",Sanitation,The Project Development Objective is to increase clean water availability in the critical watersheds in the State of Sao Paulo.,10/30/08,2010,2010,2017,5/4/10,12/8/10,5/30/17,42997000,64496000,0.4,0.6,107493000,107493000,64496000,0,0,64496000,Investment Project Financing,B,Not Applicable,N,11/14/22,Other
P106775,East Asia and Pacific,Philippines,Closed,BANK APPROVED,Manila Water Supply,"Water, Sanitation and Waste Management",Water Supply,,10/19/07,2007,2007,2013,10/19/07,10/19/07,5/31/13,1000000,0,1,0,1000000,1000000,,,1000000,1000000,Investment Project Financing,B,Not Applicable,N,2/24/16,Grants
P106794,Western and Central Africa,Cameroon,Closed,BANK APPROVED,CAMEROON WATER AFFERMAGE - OBA for Coverage Expansion,"Water, Sanitation and Waste Management",Water Supply,"The objective of the project is to expand access to urban water supply in Cameroon through a subsidized household connections program. The project shall allow for the installation of about 40,000 household connections in urban areas countrywide over 5 years, equivalent to a 25% increase in the total number of water connections in the country. An estimated population of 240,000 people shall gain access to safe piped water (current urban coverage is estimated at 35%).",5/1/08,2008,2009,2013,5/1/08,2/16/09,10/31/13,11500000,0,1,0,11500000,11500000,,,5000000,5000000,Investment Project Financing,B,Not Applicable,N,8/6/14,Grants
P106857,East Asia and Pacific,Malaysia,Closed,BANK APPROVED,MY-CF-Kota Kinabalu Composting Project,"Water, Sanitation and Waste Management",Waste Management,"The project development objective is to avoid methane (a greenhouse gas) emissions from the Kayu Madang Sanitary Landfill in Telipok, Malaysia by diverting the Municipal Solid Waste (MSW) to a sorting and composting plant, which will recover the recyclable portion of the waste and convert the highly biodegradable portion of the waste into marketable compost.  This objective will be facilitated through a Carbon Finance transaction between the World Bank and the project sponsor.  The key indicators will be: (i) the amount of compost produced (tons/year), and (ii) the CER credits created and traded annually (tons of CO2e).",9/26/07,2008,2008,2016,6/30/08,6/26/08,12/31/16,9200000,0,1,0,9200000,9200000,,,9200000,9200000,,,,N,12/19/24,Grants
P106899,Europe and Central Asia,Montenegro,Closed,BANK APPROVED,Energy Community of South East Europe APL 3 - Montenegro Project,Energy and Extractives,Renewable Energy Hydro,"The objective of ECSEE APL is the development of a functioning regional electricity market in South East Europe and its integration into the internal electricity market of the European Union, through the implementation of priority investments supporting electricity market and power system operations in electricity generation, transmission and distribution as well as technical assistance for institutional/systems development and project preparation and implementation.  Within the overall ECSEE APL objectives/context, this project (ECSEE APL 3 - Montenegro) would provide investment support to EPCG, the Electric Power Utility of Montenegro. Specifically, the objective of the ECSEE APL3-Montenegro project is to improve the efficiency and reliability of the power system in Montenegro, through better supply security and closer integration into the regional markets.  The ECSEE APL 3 - Montenegro Project consists of the following components:  I. Telecommunications System Development II. Transmission Network Reinforcement III. Improvement of Operational Reliability of Perucica HPP",7/6/07,2007,2008,2013,7/6/07,1/28/08,9/30/13,7500000,9000000,0.45,0.55,16500000,16500000,0,9000000,0,9000000,Investment Project Financing,B,Not Applicable,N,10/2/23,Other
