projectid,safe_env,safe_indigenous,safe_resettle,countrycode,regionname,countryshortname,country_classification_23,country_classification_approval,approved_amount_adb,disbursed_amount,approvalyear,closingyear,duration_years,delay,cofin_initial,cofin_final,totalcost_initial,totalcost_final,cost_increase,sector1,sector2,sector3,sector4,pcr_overall_rating,pcr_relevance,pcr_effectiveness,pcr_efficiency,pcr_sustainability,pcr_borrowerperformance,pcr_ea_performance,pcr_adb_performance,pvr_overall_rating,pvr_relevance,pvr_effectiveness,pvr_efficiency,pvr_sustainability,pvr_borrower_performance,pvr_ea_performance,pvr_adb_performance,pcr_quality,Source of latest rating,AER reporting year,ied_overall_rating,ied_relevance,ied_effectiveness,ied_efficiency,ied_sustainability,ied_borrower_performance,ied_ea_performance,ied_adb_performance,year_for_plr,totalcost_initial_adj1_plr,include,totalcost_initial_adj2_2019,year_for_closing,totalcost_final_adj1_plr,totalcost_final_adj2_2019,adb_funding_ratio,totalcost_initial_adj,totalcost_final_adj,project_size
40553,B,B,B,NEP,South Asia,Nepal,A,A,69.5,52.39,2009,2018,7.35,1.03,4.2,3.69,93.6,72.5,False,Energy,Electricity transmission and distribution,na,na,successful,relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory,satisfactory,PVR,2019,successful,relevant,effective,efficient,likely sustainable,less than satisfactory,less than satisfactory,satisfactory,2009,401.44,True,963.63,2018,243.23,254.64,0.7425213675213675,963.63,254.64,major
40554,B,B,C,NEP,South Asia,Nepal,A,A,100.0,93.56,2007,2014,4.55,1.98,31.5,31.85,161.2,179.85,True,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,highly relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2015,successful,highly relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,2007,756.68,True,2223.62,2014,635.19,840.5,0.620347394540943,2223.62,840.5,mega
40559,B,B,B,BAN,South Asia,Bangladesh,B,B,87.0,392.39,2008,2016,6.67,1.28,40.8,44.66,167.5,168.41,True,Transportation,Urban roads and traffic management,Water,Urban flood protection,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2018,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2008,582.71,True,1146.55,2016,467.58,538.71,0.5194029850746269,1146.55,538.71,mega
40610,B,C,C,ARM,Central and West Asia,Armenia,C,B1,47.92,47.81,2007,2011,3.76,0.44,,,64.84,66.94,True,Transportation,Road transport (non-urban),na,na,successful,highly relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2012,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2007,156.19,True,228.79,2011,152.37,182.81,0.7390499691548427,228.79,182.81,small
40626,A,A,A,PRC,East Asia,China,C,C,250.0,247.42,2010,2016,5.58,0.29,,,1753.0,1879.09,True,Transportation,Road transport (non-urban),na,na,highly successful,highly relevant,highly effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,highly successful,highly relevant,highly effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2017,highly successful,highly relevant,highly effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2010,3563.8,True,4522.65,2016,3222.67,3518.36,0.1426126640045636,4522.65,3518.36,mega
40641,A,C,A,PRC,East Asia,China,C,C,100.25,97.5,2009,2016,6.65,0.47,0.3,0.3,235.9,180.6,False,Water,Urban sewerage,Energy,Energy utility services,successful,relevant,effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2018,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2009,511.22,True,693.71,2016,309.73,338.15,0.4249682068673166,693.71,338.15,major
40642,A,C,A,PRC,East Asia,China,C,C,100.0,97.95,2008,2017,6.05,2.58,,,263.34,242.73,False,Transportation,Urban roads and traffic management,Water,Urban housing,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2018,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2008,576.45,True,781.59,2017,406.07,425.68,0.37973722184248504,781.59,425.68,major
40643,A,A,A,PRC,East Asia,China,C,C,100.0,97.8,2009,2015,5.51,0.48,,,187.2,149.0,False,Transportation,Urban roads and traffic management,Water,Urban solid waste management,highly successful,highly relevant,highly effective,efficient,most likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PPER,2017,successful,less than relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2009,405.69,True,550.51,2015,245.38,271.85,0.5341880341880342,550.51,271.85,major
40665,A,C,A,PRC,East Asia,China,C,C,200.0,195.42,2008,2014,5.55,0.33,,,396.33,425.21,True,Water,Urban sewerage,na,na,highly successful,highly relevant,effective,highly efficient,most likely sustainable,highly satisfactory,highly satisfactory,satisfactory,successful,highly relevant,effective,highly efficient,likely sustainable,highly satisfactory,highly satisfactory,satisfactory,satisfactory,PVR,2016,successful,highly relevant,effective,highly efficient,likely sustainable,highly satisfactory,highly satisfactory,satisfactory,2008,867.57,True,1176.31,2014,707.22,784.59,0.5046299800671158,1176.31,784.59,mega
41121,B,C,B,KAZ,Central and West Asia,Kazakhstan,C,C,880.0,745.91,2008,2016,11.55,-3.96,238.0,238.33,1480.0,1067.17,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PPER,2018,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,2008,3147.9,True,8717.4,2016,3286.65,4296.29,0.5945945945945946,8717.4,4296.29,mega
41121,B,C,B,KAZ,Central and West Asia,Kazakhstan,C,C,187.0,184.66,2009,2015,5.73,0.31,,,220.0,218.65,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2017,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2009,551.39,True,1458.53,2015,482.16,716.24,0.85,1458.53,716.24,mega
41121,B,C,B,KAZ,Central and West Asia,Kazakhstan,C,C,173.0,164.67,2010,2016,3.13,2.59,68.0,68.33,281.0,269.31,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2017,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,2010,595.74,True,1318.23,2016,829.42,1084.21,0.6156583629893239,1318.23,1084.21,mega
41121,B,C,B,KAZ,Central and West Asia,Kazakhstan,C,C,340.0,224.0,2008,2014,5.01,0.22,,,400.0,266.01,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,less than satisfactory,PVR,2014,less than successful,relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,2008,850.78,True,2356.04,2014,512.81,775.66,0.85,2356.04,775.66,mega
41122,A,D,A,GEO,Central and West Asia,Georgia,C,B,150.0,0.18,2010,2011,3.98,-3.02,,,185.0,8.22,False,Transportation,Road transport (non-urban),na,na,unsuccessful,relevant,ineffective,inefficient,nr,satisfactory,satisfactory,satisfactory,unsuccessful,less than relevant,ineffective,less than efficient,unlikely sustainable,satisfactory,satisfactory,less than satisfactory,satisfactory,PVR,2015,unsuccessful,less than relevant,ineffective,less than efficient,unlikely sustainable,satisfactory,satisfactory,less than satisfactory,2010,434.74,True,616.97,2011,17.09,22.22,0.8108108108108109,616.97,22.22,major
41123,B,C,C,CAM,Southeast Asia,Cambodia,A,A,6.0,5.57,2008,2015,5.95,1.29,34.8,39.43,58.36,47.62,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,less than effective,efficient,less than likely sustainable,less than satisfactory,less than satisfactory,satisfactory,less than satisfactory,PVR,2015,less than successful,relevant,less than effective,efficient,less than likely sustainable,less than satisfactory,less than satisfactory,satisfactory,2008,186.53,True,260.71,2015,136.45,150.99,0.10281014393420151,260.71,150.99,small
41127,B,B,A,IND,South Asia,India,B,B,420.0,351.52,2008,2013,3.87,0.5,,,468.0,450.6,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2019,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2008,1713.23,True,3048.32,2013,1576.91,1903.04,0.8974358974358975,3048.32,1903.04,mega
41171,B,B,B,SOL,Pacific,Solomon Islands,A,A,12.0,12.0,2010,2017,5.63,0.97,60.0,54.12,84.5,80.17,False,Transportation,Transport policies and institutional development,na,na,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,less than effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2018,less than successful,relevant,less than effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2010,109.42,True,147.47,2017,91.78,100.22,0.14201183431952663,147.47,100.22,small
41198,FI,C,C,GEO,Central and West Asia,Georgia,C,B,40.0,38.27,2008,2013,4.8,-0.34,,,63.25,51.15,False,Water,"Urban policy, institutional and capacity development",na,na,successful,highly relevant,highly effective,highly efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,highly effective,highly efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PPER,2013,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,2008,136.44,True,216.42,2013,117.21,152.92,0.6324110671936759,216.42,152.92,small
41462,B,C,B,VIE,Southeast Asia,Viet Nam,C,B,70.0,62.13,2011,2018,5.56,0.66,,,115.33,97.27,False,Transportation,Urban roads and traffic management,Water,Other urban services,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2019,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2011,342.05,True,446.19,2018,302.17,309.49,0.6069539582068846,446.19,309.49,small
41598,D,D,D,IND,South Asia,India,B,B,78.0,60.0,2010,2017,4.37,2.42,,,78.0,60.0,False,Transportation,Road transport (non-urban),Water,Urban water supply,less than successful,relevant,less than effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,less than relevant,less than effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2019,less than successful,less than relevant,less than effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,2010,243.49,True,366.2,2017,189.06,201.13,1.0,366.2,201.13,small
41656,D,D,D,LAO,Southeast Asia,Lao People's Democratic Republic,A,A,54.0,54.0,2007,2016,6.76,1.81,47.9,46.4,118.6,107.1,False,Transportation,Road transport (non-urban),na,na,successful,highly relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2016,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,2007,513.88,True,878.28,2016,313.55,329.39,0.45531197301854975,878.28,329.39,major
41682,B,B,B,THA,Southeast Asia,Thailand,C,C,77.1,69.41,2009,2017,5.54,1.53,,,179.4,145.13,False,Transportation,Road transport (non-urban),na,na,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2018,successful,relevant,less than effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2009,519.01,True,636.41,2017,397.69,407.46,0.42976588628762535,636.41,407.46,major
42001,B,C,C,PHI,Southeast Asia,Philippines,C,C,32.6,25.58,2009,2014,2.75,2.52,,,46.5,43.65,False,Energy,Energy efficiency and conservation,na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,relevant,effective,less than efficient,most likely sustainable,satisfactory,satisfactory,less than satisfactory,less than satisfactory,PVR,2015,successful,relevant,effective,less than efficient,most likely sustainable,satisfactory,satisfactory,less than satisfactory,2009,128.62,True,160.84,2014,101.84,109.45,0.7010752688172043,160.84,109.45,small
42017,A,B,A,PRC,East Asia,China,C,C,200.0,199.69,2010,2016,5.2,0.54,,,998.15,982.54,False,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,less than successful,relevant,effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,less than satisfactory,PVR,2018,less than successful,relevant,effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory,2010,2029.21,True,2575.17,2016,1685.07,1839.68,0.20037068576867204,2575.17,1839.68,mega
42018,A,C,A,PRC,East Asia,China,C,C,200.0,200.0,2009,2016,6.06,0.47,598.8,622.5,1355.0,1151.3,False,Transportation,Road transport (non-urban),na,na,highly successful,highly relevant,highly effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,highly satisfactory,successful,relevant,effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,less than satisfactory,satisfactory,PVR,2018,successful,relevant,effective,efficient,likely sustainable,highly satisfactory,highly satisfactory,less than satisfactory,2009,2936.45,True,3984.7,2016,1974.5,2155.67,0.14760147601476015,3984.7,2155.67,mega
42039,B,D,D,VIE,Southeast Asia,Viet Nam,C,B,110.19,62.85,2012,2017,3.99,0.83,100.0,59.45,460.97,238.08,False,Energy,Electricity transmission and distribution,na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,successful,less than relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,satisfactory,PVR,2019,successful,less than relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory,2012,1345.24,True,1608.77,2017,738.51,783.84,0.23903941688179273,1608.77,783.84,mega
