projectid_head,projectid1,projectid2,projectid3,projectid4,countrycode,countryname,region,countryclassification_current,countryclassification_at_approval,projectname,modality,mode_of_fin_assistance,modality_financing,funding_source,approved_amount_usd_m,disbursed_amonut_usd_m,committed_amount_usd_m,approvaldate,approvalyear,loangisnged,loaneffective_initial,loaneffective_final,closingdate_initial,closingdate_final,cofin_approval_usd_m,cofin_act_usd_m,totalcost_initial,totalcost_final,sector1,sector1a,sector2,sector2a,ied_overall_rating,ied_relevance,ied_effectiveness,ied_efficiency,ied_sustainability,ied_borrower_performance,ied_ea_performance,ied_adb_performance
38164,38164-013,,,,BAN,Bangladesh,South Asia,B,B,Natural Gas Access Improvement Project,Project,Project loan,Project loan,COL/OCR,266,226.5586591,265.7900982,3/26/10,2010,6/3/10,9/1/10,3/16/11,9/30/15,8/5/19,45.02,0,541.92,399.31,Energy,Oil and gas transmission and distribution,na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
38164,38164-013,,,,BAN,Bangladesh,South Asia,B,B,Natural Gas Access Improvement Project,Project,Project loan,,OCR,261,225.1452335,261,3/26/10,2010,6/3/10,9/1/10,3/16/11,9/30/15,8/5/19,,,,,Energy,Oil and gas transmission and distribution,na,na,-,-,-,-,-,-,-,-
38164,38164-013,,,,BAN,Bangladesh,South Asia,B,B,Natural Gas Access Improvement Project,Project,Project loan,,COL,5,1.41342556,4.79009817,3/26/10,2010,6/3/10,9/1/10,3/16/11,9/30/15,1/5/17,,,,,Energy,Oil and gas transmission and distribution,na,na,-,-,-,-,-,-,-,-
38183,38183-013,,,,SAM,Samoa,Pacific,A,A,Power Sector Expansion Project,Project,Project loan,Project loan,COL/ADF/JBIC/Government of Australia,88,93.60454163,88.44210079,11/21/07,2007,12/10/07,3/10/08,5/14/08,11/14/17,12/28/18,46,52.52,100,118.93,Energy,Energy sector development and institutional reform,na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
38183,38183-013,,,,SAM,Samoa,Pacific,A,A,Power Sector Expansion Project,Project,Project loan,,COL,26.61,25.69190157,27.05210079,11/21/07,2007,12/11/07,3/10/08,6/19/08,12/31/16,12/28/18,,,,,Energy,Energy sector development and institutional reform,na,na,-,-,-,-,-,-,-,-
38183,38183-013,,,,SAM,Samoa,Pacific,A,A,Power Sector Expansion Project,Project,Project loan,,JBIC,38,44.75311283,38,10/4/07,2007,12/10/07,,5/14/08,11/14/17,11/14/17,38,44.75,,,Energy,Energy sector development and institutional reform,na,na,-,-,-,-,-,-,-,-
38183,38183-013,,,,SAM,Samoa,Pacific,A,A,Power Sector Expansion Project,Project,Project grant,,ADF,15.39,15.38900671,15.39,11/21/07,2007,12/11/07,3/10/08,6/19/08,12/31/16,12/28/18,,,,,Energy,Energy sector development and institutional reform,na,na,-,-,-,-,-,-,-,-
38183,38183-013,,,,SAM,Samoa,Pacific,A,A,Power Sector Expansion Project,Project,Project grant,,Government of Australia,8,7.77052052,8,11/21/07,2007,12/18/07,3/10/08,6/19/08,12/31/16,12/28/18,8,7.77,,,Energy,Energy sector development and institutional reform,na,na,-,-,-,-,-,-,-,-
38254,38254-053,,,,IND,India,South Asia,B,B,North Karnataka Urban Sector Investment Program (Tranche 3),Project,MFF-Tranche (Loan),MFF - tranche,OCR,60,43.3679,60,8/22/12,2012,7/19/13,10/17/13,10/11/13,6/30/16,4/20/17,0,0,101.6,60.205,Water,"Urban sewerage; Urban water supply	",na,na,less than successful,relevant,less than effective,efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory
38255,38255-033,,,,IND,India,South Asia,B,B,Uttarakhand State-Road Investment Program (Project 2),Project,MFF-Tranche (Loan),MFF - tranche,OCR,140,106.9300063,140,10/22/08,2008,2/10/09,5/11/09,4/22/09,3/31/13,8/19/15,0,0,200,138.96,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
38255,38255-043,,,,IND,India,South Asia,B,B,Uttarakhand State-Road Investment Program (Project 3 and Multitranche Financing Facility),Project,MFF - Facility,MFF - Facility,OCR,150,124.8730294,150,10/9/13,2013,12/24/13,3/24/14,1/28/14,12/31/17,6/29/18,0,0,501.55,376.67,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
38255,38255-043,,,,IND,India,South Asia,B,B,Uttarakhand State-Road Investment Program (Project 3),Project,MFF-Tranche (loan),,OCR,150,124.8730294,150,10/9/13,2013,12/24/13,3/24/14,1/28/14,12/31/17,6/29/18,,,,,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
38272,38272-013,38272-033,,,IND,India,South Asia,B,B,Uttarakhand Urban Sector Development Investment Program (Tranche 2 and Multitranche Financing Facility),Project,MFF - Facility,MFF - Facility,OCR,100,50.1961057,100,11/3/11,2011,1/31/13,5/1/13,4/15/13,12/31/15,8/9/18,0,0,142.86,71.12,Water,Urban water supply,na,na,less than successful,less than relevant,ineffective,less than efficient,less than likely sustainable,satisfactory,satisfactory,less than satisfactory
38272,38272-023,,,,IND,India,South Asia,B,B,Uttarakhand Urban Sector Development Investment Program (Project 1),Project,MFF-Tranche (Loan),MFF - tranche,OCR,60,56.78984433,60,2/1/08,2008,10/23/08,1/21/09,12/17/08,12/31/12,7/16/18,0,0,85.7,78.2,Water,"Urban policy, institutional and capacity development",na,na,less than successful,relevant,less than effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
38272,38272-033,,,,IND,India,South Asia,B,B,Uttarakhand Urban Sector Development Investment Program (Tranche 2),Project,MFF-Tranche (Loan),,OCR,100,50.1961057,100,11/3/11,2011,1/31/13,5/1/13,4/15/13,12/31/15,8/9/18,,,,,Water,Urban water supply,na,na,less than successful,relevant,less than effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
38349,38349-013,,,,NEP,Nepal,South Asia,A,A,"	Air Transport Capacity Enhancement Project",Project,Project loan/grant,Project loan/grant,COL/ADF,80,37.29990166,75.19798216,11/23/09,2009,5/25/10,8/23/10,12/6/10,6/30/15,10/29/19,0,0,92,106.47,Transportation,Air transport,na,na,less than successful,relevant,ineffective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory
38349,38349-013,,,,NEP,Nepal,South Asia,A,A,"	Air Transport Capacity Enhancement Project",Project,Project loan,,COL,70,28.26096042,65.19798216,11/23/09,2009,5/25/10,8/23/10,12/6/10,6/30/15,10/29/19,,,,,Transportation,Air transport,na,na,-,-,-,-,-,-,-,-
38349,38349-013,,,,NEP,Nepal,South Asia,A,A,"	Air Transport Capacity Enhancement Project",Project,Project grant,,ADF,10,9.03894124,10,11/23/09,2009,5/25/10,8/23/10,12/6/10,6/30/15,10/29/19,,,,,Transportation,Air transport,na,na,-,-,-,-,-,-,-,-
38357,38357-013,,,,SRI,Sri Lanka,South Asia,B,B1,National Highways Sector Project,Project,Sector Loan,,OCR,150,150,150,12/15/05,2005,12/14/06,3/14/07,2/20/07,12/31/12,6/18/13,,,,,Transportation,Road transport (non-urban),na,na,-,-,-,-,-,-,-,-
38357,38357-013,,,,SRI,Sri Lanka,South Asia,B,B1,National Highways Sector Project,Project,Sector Loan,,OFID,8,8,8,12/20/05,2005,10/4/10,,2/10/11,6/30/15,5/21/14,0,8,,,Transportation,Road transport (non-urban),na,na,-,-,-,-,-,-,-,-
38357,38357-043,,,,SRI,Sri Lanka,South Asia,B,B,National Highways Sector Project - Additional Financing,Project,Sector Loan,,OCR,85,78.88,85,8/5/11,2011,12/14/11,3/14/12,2/23/12,12/31/16,9/11/17,,,,,Transportation,Road transport (non-urban),na,na,-,-,-,-,-,-,-,-
38426,38426-023,,,,NEP,Nepal,South Asia,A,A,Decentralized Rural Infrastructure and Livelihood Project (additional financing),Project,Project loan,,COL,18,14.75946086,17.7534315,10/31/11,2011,2/1/12,4/30/12,4/23/12,6/30/17,4/5/19,,,,,Transportation,Road transport (non-urban),na,na,-,-,-,-,-,-,-,-
38426,38426-023,,,,NEP,Nepal,South Asia,A,A,Decentralized Rural Infrastructure and Livelihood Project (additional financing),Project,Project loan,,OFID,20,20,20,12/21/11,2011,6/1/12,6/1/12,2/6/13,2/28/17,9/11/19,20,19.631,,,Transportation,Road transport (non-urban),na,na,-,-,-,-,-,-,-,-
38426,38426-023,,,,NEP,Nepal,South Asia,A,A,Decentralized Rural Infrastructure and Livelihood Project (additional financing),Project,Project grant,,ADF,7,6.35478074,7,10/31/11,2011,2/1/12,4/30/12,4/23/12,6/30/17,4/4/19,,,,,Transportation,Road transport (non-urban),na,na,-,-,-,-,-,-,-,-
38456,38456-013,,,,PAK,Pakistan,Central and West Asia,B,B,Power Distribution Enhancement Investment Program,Project,MFF - Facility,MFF - Facility,OCR,167.2,135.329111,167.2,12/13/13,2013,4/30/14,7/29/14,7/18/14,6/30/17,4/22/19,0,0,228.2,175.4,Energy,Conventional energy generation,na,na,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
38456,38456-023,,,,PAK,Pakistan,Central and West Asia,B,B,Power Distribution Enhancement Investment Program ( Tranche 1),Project,MFF-Tranche (Loan),MFF - tranche,COL/OCR,252,179.0659256,251.1188359,9/12/08,2008,11/29/08,1/28/09,1/13/09,12/31/18,4/22/19,0,0,341,240.2,Energy,Electricity transmission and distribution,na,na,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
38456,38456-023,,,,PAK,Pakistan,Central and West Asia,B,B,Power Distribution Enhancement Investment Program ( Tranche 1),Project,MFF-Tranche (Loan),,OCR,242,171.8939381,242,9/12/08,2008,11/29/08,1/28/09,1/13/09,6/30/12,1/3/14,,,,,Energy,Electricity transmission and distribution,na,na,-,-,-,-,-,-,-,-
38456,38456-023,,,,PAK,Pakistan,Central and West Asia,B,B,Power Distribution Enhancement Investment Program ( Tranche 1),Project,MFF-Tranche (Loan),,COL,10,7.17198746,9.11883588,9/12/08,2008,11/29/08,1/28/09,1/13/09,12/31/18,4/22/19,,,,,Energy,Electricity transmission and distribution,na,na,-,-,-,-,-,-,-,-
38456,38456-033 ,,,,PAK,Pakistan,Central and West Asia,B,B,Power Distribution Enhancement Investment Program (Tranche 2),Project,MFF-Tranche (Loan),MFF - tranche,OCR,242,156.4294998,242,12/14/10,2010,1/28/11,3/28/11,10/5/11,9/30/15,4/22/19,0,0,301.55,183.43,Energy,Electricity transmission and distribution,na,na,successful,relevant,highly effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
38456,38456-034,,,,PAK,Pakistan,Central and West Asia,B,B,Power Distribution Enhancement Investment Program (Tranche 3),Project,MFF-Tranche (Loan),MFF - tranche,OCR,245,212.8111796,245,12/14/12,2012,9/9/13,12/8/13,12/10/13,12/31/16,4/22/19,0,0,271.47,236,Energy,Electricity transmission and distribution,na,na,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
38456,38456-037,,,,PAK,Pakistan,Central and West Asia,B,B,Power Distribution Enhancement Investment Program (Tranche 4),Project,MFF-Tranche (Loan),,OCR,167.2,135.329111,167.2,12/13/13,2013,4/30/14,7/29/14,7/18/14,6/30/17,4/22/19,0,0,228.2,175.4,Energy,Conventional energy generation,na,na,successful,relevant,highly effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
38479,38479-034 ,,,,INO,Indonesia,Southeast Asia,C,C,Regional Roads Development Project,Project,Project loan,Project loan,OCR,180,159.9643393,180,11/24/11,2011,5/7/12,8/4/12,7/3/12,8/31/16,5/29/19,65,36.5,380.5,272,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
38560,38560-022,38560-024,,,CAM,Cambodia,Southeast Asia,A,A,Second Rural Water Supply and Sanitation Sector Project (with Additional Financing),Project,Project loan/grant,Project loan/grant,ADF/COL/Bill and Melinda Gates Foundation,37.5,37.23766537,36.1438628,9/15/09,2009,9/17/09,9/17/09,11/27/09,6/30/20,4/19/21,1.5,1.5,45.74,43.28,Water,Urban water supply,na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
38560,38560-022,,,,CAM,Cambodia,Southeast Asia,A,A,Second Rural Water Supply and Sanitation Sector Project,Project,Project grant,,ADF,21,20.99845186,21,9/15/09,2009,9/17/09,9/17/09,11/27/09,12/31/15,8/24/17,,,,,Water,Urban water supply,na,na,-,-,-,-,-,-,-,-
38560,38560-024,,,,CAM,Cambodia,Southeast Asia,A,A,Second Rural Water Supply and Sanitation Sector Project (Additional Financing),Project,Project loan,,COL,15,15.09928126,15.1438628,9/22/16,2016,10/6/16,10/6/16,12/2/16,6/30/20,4/19/21,,,,,Water,Urban water supply,na,na,-,-,-,-,-,-,-,-
38560,38560-024,,,,CAM,Cambodia,Southeast Asia,A,A,Second Rural Water Supply and Sanitation Sector Project (Additional Financing),Project,Project grant,,Bill and Melinda Gates Foundation,1.5,1.13993225,1.5,9/22/16,2016,10/6/16,10/6/16,12/2/16,8/31/18,4/19/21,1.5,1.5,,,Water,Urban water supply,na,na,,,,,,,,
38628,38628-022 ,,,,LAO,Lao People's Democratic Republic,Southeast Asia,A,A,"Greater Mekong Subregion Northern Power
Transmission Project",Project,Project grant,Project grant,ADF,20,19.98078294,20,1/26/10,2010,2/24/10,5/23/10,11/23/10,6/30/14,12/22/20,37.884,33.15,65.319,60.5,Energy,Electricity transmission and distribution,na,na,less than successful,relevant,effective,less than efficient,less than likely sustainable,less than satisfactory,less than satisfactory,less than satisfactory
39071,39071-013,,,,INO,Indonesia,Southeast Asia,C,C,Metropolitan Sanitation Management and Health Project,Project,Project loan,Project loan,OCR,35,32.22159191,35,7/19/10,2010,9/21/10,11/22/10,11/22/10,6/30/15,12/31/22,0,0,63.25,76.14,Water,"Urban policy, institutional and capacity development; Urban sanitation; Urban sewerage",na,na,less than successful,relevant,effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
39175,39175-013,,,,VIE,Viet Nam,Southeast Asia,C,B1,GMS Kunming-Haiphong Transport Corridor: Yen Vien-Lao Cai Railway Upgrading Project,Project,Project loan,,COL,60,55.72,60.23823585,12/19/06,2006,1/16/07,4/16/07,9/25/07,12/31/15,12/21/16,,,,,Transportation,Rail transport (non-urban),na,na,-,-,-,-,-,-,-,-
39175,39175-013,,,,VIE,Viet Nam,Southeast Asia,C,B1,GMS Kunming-Haiphong Transport Corridor: Yen Vien-Lao Cai Railway Upgrading Project,Project,Project loan,,Agence Francaise de Developpement,40,42.52,na,12/21/06,2006,2/8/07,,5/25/07,4/30/14,4/30/14,40,42.52,,,Transportation,Rail transport (non-urban),na,na,-,-,-,-,-,-,-,-
39176,39176-013,,,,AZE,Azerbaijan,Central and West Asia,C,C,Road Network Development Program (Multitranche Financing Facility and Tranche 4),Project,MFF - Facility,MFF - Facility,OCR,45,31.27981782,45,3/27/14,2014,5/5/14,8/3/14,9/9/14,9/28/17,5/22/18,0,0,58,37.05,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,less than efficient,likely sustainable,satisfactory,satisfactory,satisfactory
39176,39176-013,,,,AZE,Azerbaijan,Central and West Asia,C,C,Road Network Development Program (Tranche 4),Project,MFF-Tranche (Loan),,OCR,45,31.27981782,45,3/27/14,2014,5/5/14,8/3/14,9/9/14,9/28/17,5/22/18,0,0,58,37.05,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
39176,39176-023,,,,AZE,Azerbaijan,Central and West Asia,C,B1,Road Network Development Program (Project 1),Project,MFF-Tranche (loan),MFF - tranche,COL/OCR,200,182.8745745,200.3163471,10/4/07,2007,1/15/08,3/15/08,3/3/08,6/30/10,4/30/18,0,0,249,216.3,Transportation,Road transport (non-urban),na,na,less than successful,relevant,less than effective,inefficient,likely sustainable,satisfactory,satisfactory,satisfactory
39176,39176-023,,,,AZE,Azerbaijan,Central and West Asia,C,B1,Road Network Development Program (Project 1),Project,MFF-Tranche (loan),,OCR,190,173.0797212,190,10/4/07,2007,1/15/08,3/15/08,3/3/08,6/30/10,1/12/18,,,,,Transportation,Road transport (non-urban),na,na,-,-,-,-,-,-,-,-
39176,39176-023,,,,AZE,Azerbaijan,Central and West Asia,C,B1,Road Network Development Program (Project 1),Project,MFF-Tranche (loan),,COL,10,9.79485331,10.31634705,10/4/07,2007,1/15/08,3/15/08,3/3/08,6/30/10,4/30/18,,,,,Transportation,Road transport (non-urban),na,na,-,-,-,-,-,-,-,-
39176,39176-043,,,,AZE,Azerbaijan,Central and West Asia,C,B,Road Network Development Program (Tranche 3),Project,MFF-Tranche (Loan),MFF - tranche,OCR,200,186.5753839,200,12/14/11,2011,7/27/12,8/26/12,10/23/12,12/31/14,1/12/18,0,0,250,219.84,Transportation,Road transport (non-urban),na,na,less than successful,relevant,effective,inefficient,likely sustainable,satisfactory,satisfactory,satisfactory
39225,39225-022,,,,BHU,Bhutan,South Asia,A,A,Road Network Project II,Project,Project grant,Project grant,ADF,38.76,38.76,38.76,11/10/09,2009,12/14/09,3/14/10,1/19/10,6/30/15,6/30/16,0,0,54.32,59.16,Transportation,Road transport (non-urban),na,na,successful,relevant,effective,efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
39256,39256-023,39256-024,,,MON,Mongolia,East Asia,B,B,Urban Transport Development Investment Program (Multitranche Financing Facility and Tranche 1),Project,MFF-Facility,MFF - Facility,OCR/COL/Global Environment Facility Grant,61.4,0.98327036,61.57396536,11/8/12,2012,5/5/15,8/3/15,6/9/15,2/28/18,7/2/20,1.5,0,78.4,0.994,Transportation,"Urban public transport, Transport policies and institutional development	",na,na,unsuccessful,relevant,ineffective,inefficient,unlikely sustainable,unsatisfactory,unsatisfactory,less than satisfactory
39256,39256-024,,,,MON,Mongolia,East Asia,B,B,Urban Transport Development Investment Program - Tranche 1,Project,MFF-Tranche (Loan),,OCR,29.7,0.19473796,29.7,11/8/12,2012,5/5/15,8/3/15,6/9/15,2/28/18,7/2/20,,,,,Transportation,"Urban public transport, Transport policies and institutional development	",na,na,unsuccessful,relevant,ineffective,inefficient,unlikely sustainable,unsatisfactory,unsatisfactory,less than satisfactory
39256,39256-024,,,,MON,Mongolia,East Asia,B,B,Urban Transport Development Investment Program - Tranche 1,Project,MFF-Tranche (Loan),,COL,30.2,0.78806538,27.67396536,11/8/12,2012,5/5/15,8/3/15,6/9/15,2/28/18,7/2/20,,,,,Transportation,"Urban public transport, Transport policies and institutional development	",na,na,unsuccessful,relevant,ineffective,inefficient,unlikely sustainable,unsatisfactory ,unsatisfactory,less than satisfactory
39256,39256-024,,,,MON,Mongolia,East Asia,B,B,Urban Transport Development Investment Program - Tranche 1,Project,MFF-Tranche (Grant),,Global Environment Facility Grant,1.5,0.00046702,4.2,11/8/12,2012,5/5/15,8/3/15,6/9/15,2/28/18,6/15/20,,,,,Transportation,"Urban public transport, Transport policies and institutional development	",na,na,unsuccessful,relevant,ineffective,inefficient,unlikely sustainable,unsatisfactory ,unsatisfactory,less than satisfactory
39265,39265-022,,,,MON,Mongolia,East Asia,B,A,"Western Regional Road Corridor Development Project, Phase 1",Project,Project grant,Project grant,ADF,6.1,6.1,6.1,2/26/08,2008,4/18/08,7/17/08,5/22/08,10/31/12,5/18/16,0,0,112.22,61.55,Transportation,Road transport (non-urban),na,na,less than successful,relevant,effective,less than efficient,less than likely sustainable,satisfactory,satisfactory,satisfactory
39298,39298-013,,,,BAN,Bangladesh,South Asia,B,B,City Region Development Project,Project,Sector Loan,Sector loan,COL/Government of Sweden,133,113.0974251,135.5805701,11/10/10,2010,8/10/11,11/8/11,9/23/11,6/30/17,5/29/19,0,20.97,170,165.07,Water,Urban water supply,"ENE,TRA",Energy efficiency and conservation; Urban roads and traffic management,successful,relevant,effective,efficient,likely sustainable,satisfactory,satisfactory,satisfactory
39298,39298-013,,,,BAN,Bangladesh,South Asia,B,B,City Region Development Project,Project,Sector loan,,COL,120,103.4786649,122.5805701,11/10/10,2010,8/10/11,11/8/11,9/23/11,6/30/17,5/29/19,0,11.35,,,Water,Urban water supply,"ENE,TRA",Energy efficiency and conservation; Urban roads and traffic management,-,-,-,-,-,-,-,-
